Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,In Development,Refined,Ready for test,In Testing,Blocked,Waiting for acceptance,Done,Abandoned,,,,,,
,SOL-317,[Non-funct testing] Account Check REST API testing data for MDM response 'Party not found',,14497.65h,,,,,,,,,,,,,,,,,
,SOL-310,Add bypass logic for pilot TPH prod deployment possibility,9/10/24,365.13h,,,,,,,,,,,,,,,14299.98h,,
,SOL-308,Add missing currency CNH from SWIFTRef manually to TPH DEV/TEST/PPT,8/26/24,0.07h,0.00h,,,,,,0.00h,0.17h,93.80h,1.03h,1.00h,,,,14660.92h,,
,SOL-957,[ISO Exchange] Receive and store outgoing single camt.106.001.02 from TPH (p2),7/23/25,7003.28h,744.15h,,143.63h,,,,0.22h,,149.35h,0.00h,,,,,6717.05h,,
,SOL-307,[No Testing]Store certificates and passwords in CyberArk,12/4/24,461.12h,0.00h,,,,,,23.23h,42.35h,603.83h,0.00h,1365.80h,,,,12264.82h,,
,SOL-306,[No Testing]Store certificates and passwords in CyberArk,9/6/24,27.62h,0.00h,,,,,,52.68h,283.00h,0.00h,0.00h,,,,,14397.88h,,
,SOL-305,[No Testing]Store certificates and passwords in CyberArk,11/12/24,461.12h,0.00h,,,,,,1176.50h,329.97h,0.00h,0.00h,,,,,12793.62h,,
,SOL-304,[No Testing]Store certificates and passwords in CyberArk,9/6/24,269.02h,0.00h,,,,,,0.00h,95.05h,0.12h,0.02h,,,,,14397.05h,,
,SOL-319,[DB] cutoff data manipulation rule for TPH processed pacs.008/009,9/18/24,0.02h,290.88h,,14.62h,,,,21.13h,3.47h,313.58h,3.30h,,,,,14130.02h,,
,SOL-354,[End-to-end testing] Incoming payment messages flow through INFOWRHS event into Kafka,4/1/25,509.28h,6.27h,,161.73h,,,,4101.32h,,,407.65h,189.00h,,,,9434.27h,,
,SOL-303,End-to-end testing framework,8/11/25,7303.17h,,,,,,,,,451.83h,814.30h,,,,,6264.98h,,
,SOL-302,Describe Fault tolerance and resilience,8/22/24,0.03h,0.00h,,,,,,0.00h,64.77h,0.00h,,,,,,14761.65h,,
,SOL-301,Environments alignment,9/2/24,0.02h,0.00h,,0.00h,,,,0.00h,329.05h,,,,,,,14497.48h,,
,SOL-293,[End-to-end testing] TPH incoming payment messages flow with ISO_exchange,,0.00h,,,14927.42h,,,,,,,,,,,,,,
,SOL-300,Password management for TLS certificates - CyberArk?,8/22/24,,0.00h,,65.33h,0.38h,,,,,,,,124.70h,,,14762.25h,,
,SOL-369,Funds Update API service is able to create payment in Core Payment Order Management,6/10/25,0.02h,,,7335.87h,,,,,27.22h,,,,,,,7750.45h,,
,SOL-364,[NoTesting] Funds Update API service is able to consume Position Keeping API,2/25/25,0.00h,,,2897.13h,,,,,1919.00h,23.43h,,,,,,10274.00h,,
,SOL-367,[NoTesting] Funds Update API service is able to consume Pricing API,12/19/24,0.00h,0.98h,,1816.52h,,,,335.00h,551.63h,505.85h,,,,,,11903.58h,,
,SOL-363,Funds Update API service is able to retrieve transaction details based on op_id,10/24/24,0.00h,,,1871.70h,,,,,,,,,,,,,13241.92h,
,SOL-460,[DB] DB table for TPH Funds request to OP_TYPE mapping config,11/14/24,0.00h,17.30h,,1869.65h,,,,0.00h,104.05h,378.77h,0.00h,,,,,12743.87h,,
,SOL-421,"[DB] changes in DB (new OP_TYYPs, OP_IDs, ALLIKA_KOOD, TEENUSE_KOOD)",10/22/24,0.02h,473.47h,,676.18h,,,,0.00h,168.40h,305.05h,192.03h,,,,,13298.53h,,
,SOL-370,[NoTesting] Create Funds Update API endpoint (request),2/20/25,0.03h,152.37h,,1689.20h,,,,170.90h,695.87h,2037.27h,,,,,,10392.05h,,
,SOL-408,[DB] Update FPI and FTO service limitations in PROD,9/26/24,216.83h,669.40h,,169.25h,,,,0.00h,70.12h,73.58h,0.02h,,,,,13922.48h,,
,SOL-237,[Testing only] Account Check REST API end-to-end testing,9/10/24,0.05h,0.00h,,0.00h,,,,72.73h,,0.00h,630.62h,113.83h,,,,14305.67h,,
,SOL-236,Update FPI and FTO service limitations,8/27/24,16.40h,0.00h,,,,,,0.00h,3.78h,1.83h,0.03h,474.83h,,,,14642.40h,,
,SOL-353,[TPH][Kafka] Kafka topic configuration,11/26/24,867.67h,0.28h,,,,,,553.27h,1125.72h,167.90h,0.00h,,,,,12453.10h,,
,SOL-299,[TPH][MQ] IBM MQ connector configuration for connection,11/26/24,263.15h,73.43h,,,,,,1083.83h,1126.53h,167.93h,0.00h,,,,,12453.07h,,
,SOL-298,[TPH][Kafka] Onboarding to Kafka,11/19/24,263.13h,73.42h,,,,,,693.37h,726.95h,790.27h,0.00h,0.00h,,,,12620.80h,,
,SOL-297,"[TPH][MQ][TEST] BB TPH ROMA - Configure MQ for DEV, PREPROD environments",11/19/24,263.15h,73.35h,,,,,,1083.85h,,117.03h,0.00h,1009.78h,,,,12620.82h,,
,SOL-223,[End-to-end testing] Name check API manual testing End-to-end,11/19/24,29.42h,0.00h,,2519.13h,,,,0.00h,,,,0.02h,,,,12620.73h,,
,SOL-222,[NoTesting] Create Funds Update API service in TPH integration layer,8/23/24,0.00h,0.00h,,97.78h,,,,334.08h,67.40h,0.00h,0.00h,,,,,14738.42h,,
,SOL-221,Setup PROD environment for Account Check API,11/4/24,0.07h,0.00h,,31.00h,,,,0.00h,782.33h,0.00h,0.00h,1486.07h,,,,12984.35h,,
,SOL-263,[ISOX] introduce new event for message forwarding to TPH,12/17/24,2.28h,15.60h,,,,,,174.45h,,1433.83h,1708.37h,0.52h,,,,11949.52h,,
,SOL-295,[ISOX] SAA negative MessageStatus forwarding for TPH,2/25/25,4.38h,14.58h,,,,,,0.27h,431.37h,3801.90h,767.50h,,,,,10265.28h,,
,SOL-647,[ISOX] TPH incoming messages camt.029 flow,6/17/25,145.02h,163.98h,,147.45h,,,,18.33h,147.32h,6142.63h,170.42h,768.28h,,,,7582.30h,,
,SOL-648,[ISOX] TPH outgoing message camt.056 flow,5/19/25,145.07h,163.13h,,148.03h,,,,1.08h,165.52h,6309.83h,98.63h,,,,,8278.45h,,
,SOL-649,[ISOX] TPH outgoing message camt.029 flow,6/17/25,0.00h,164.00h,,313.33h,,,,0.33h,166.00h,6334.32h,75.87h,694.40h,,,,7582.33h,,
,SOL-315,[ISOX] TPH outgoing message pacs.009 flow,2/24/25,0.00h,285.67h,,191.63h,,,,16.72h,149.82h,4365.70h,2.33h,,,,,10294.90h,,
,SOL-316,[ISOX] TPH outgoing message pacs.004 flow,5/26/25,0.03h,314.78h,,162.62h,,,,16.62h,149.82h,6429.38h,120.18h,,,,,8113.35h,,
,SOL-314,[ISOX] TPH outgoing message pacs.002 flow,5/9/25,0.00h,244.90h,,235.72h,,,,16.52h,149.82h,3433.55h,601.35h,2111.30h,,,,8516.72h,,
,SOL-215,[TPH] Test environment - is not possible to search for Transactions and Messages,8/5/24,22.20h,0.00h,,0.00h,,,,0.07h,25.78h,93.57h,0.00h,,,,,15168.38h,,
,SOL-210,Namecheck API using Java,11/19/24,0.40h,334.72h,,0.00h,,,,911.00h,455.62h,839.67h,313.32h,,,,,12620.65h,,
,SOL-738,[CORR ACC API] Service is able to identify booking scenario based on received payment message,9/17/25,0.00h,191.33h,,8239.18h,,,,1.20h,160.70h,144.02h,1394.03h,,,,,5376.25h,,
,SOL-203,Store received payments from TPH into a database table,8/6/24,0.53h,,,366.42h,,,,,,,,,,,,,15139.85h,
,SOL-202,Create a database table for payments received from TPH (MQ),8/6/24,0.00h,,,366.98h,,,,,,,,,,,,,15139.87h,
,SOL-201,Create Bookings service in TPH integration layer,9/24/24,0.00h,0.00h,,264.77h,,,,287.30h,655.02h,329.83h,0.00h,,,,,13969.95h,,
,SOL-199,Add new service code to DB,7/19/24,0.17h,0.00h,,,,,,18.30h,,0.00h,0.02h,,,,,15579.48h,,
,SOL-198,Create separate AD group for TEST environments,7/31/24,0.02h,0.00h,,0.00h,,,,28.68h,285.90h,0.00h,0.00h,,,,,15286.60h,,
,SOL-703,Enable logs export to Andromeda Grafana,12/18/24,1222.23h,0.00h,,2514.58h,,,,0.00h,,0.00h,0.00h,,,,,11930.00h,,
,SOL-200,[TESTING ONLY] MQ configuration in TPH,1/6/25,69.17h,0.10h,,698.57h,,,,0.00h,909.77h,599.05h,531.90h,1632.60h,,,,11466.73h,,
,SOL-646,[ISOX] TPH incoming message admi.007 flow,8/29/25,0.52h,396.53h,,,,,,125.78h,358.68h,4895.18h,4269.13h,,,,,5833.87h,,
,SOL-251,[ISOX] TPH incoming messages pacs.004 flow,6/17/25,1.32h,396.23h,,0.97h,,,,23.78h,460.62h,2808.10h,2471.68h,2208.00h,,,,7582.40h,,
,SOL-253,[ISOX] TPH incoming messages pacs.009 flow,2/24/25,0.22h,395.98h,,2.60h,,,,3.70h,480.70h,2392.18h,2383.10h,,,,,10294.88h,,
,SOL-256,[ISOX] TPH incoming messages pacs.008 flow,3/27/25,1.45h,12.42h,,2.98h,,,,170.98h,696.82h,2629.45h,2962.72h,,,,,9550.02h,,
,SOL-645,[ISOX] TPH incoming messages camt.056 flow,6/17/25,0.65h,395.82h,,4.67h,,,,125.12h,359.10h,4143.60h,2504.43h,839.75h,,,,7582.38h,,
,SOL-255,[ISOX] TPH incoming messages camt.054 flow,6/17/25,1.10h,395.65h,,5.57h,,,,142.03h,342.12h,2608.13h,3584.25h,1319.42h,,,,7582.37h,,
,SOL-254,[ISOX] TPH incoming message pacs.002 flow,6/17/25,2.83h,11.43h,,7.43h,,,,485.22h,382.42h,3888.80h,1438.02h,2209.00h,,,,7582.35h,,
,SOL-162,[Non-funct testing] Penetration test for TPH - security verification request,,0.02h,0.00h,,2875.37h,,,,8378.30h,2809.92h,,,1968.78h,,,,0.00h,,
,SOL-161,TPH configuration to call Account Check API (PROD),11/19/24,20.55h,0.00h,,2806.27h,,,,51.22h,477.70h,171.83h,0.00h,,,,,12620.53h,,
,SOL-160,"TPH configuration to call Account Check API (DEV, TEST)",9/2/24,0.23h,0.00h,,0.00h,,,,454.87h,785.52h,415.55h,0.00h,,,,,14492.48h,,
,SOL-157,[Testing Only] [Proscan] Sanctions Screening,2/14/25,166.88h,0.08h,,,,,,0.00h,1679.98h,2995.93h,917.62h,,,,,10531.53h,,
,SOL-156,RTGS Directory is made available for TPH [Only Testing needed],11/25/24,166.70h,0.00h,,0.03h,,,,0.00h,3216.27h,0.00h,454.70h,,,,,12478.42h,,
,SOL-178,[ISOX] Order MQs,8/6/24,309.17h,312.25h,,195.55h,,,,,,,,,,,,15499.83h,,
,SOL-164,Automated FX rate upload to TPH,11/7/24,0.40h,0.00h,533.90h,674.97h,,,,833.98h,1151.40h,1.93h,161.12h,50.13h,,,,12911.55h,,
,SOL-165,FX rate retrieval and FX rate file creation,11/7/24,0.53h,0.02h,,674.87h,,,,641.72h,1343.77h,1.23h,22.87h,722.97h,,,,12911.57h,,
,SOL-294,[ISOX] SWIFT ACK/NAK message processing,1/27/25,0.03h,14.98h,,1200.15h,,,,0.45h,430.20h,3539.65h,263.03h,63.53h,,,,10969.65h,,
,SOL-132,Migrate sb-w670-tph-test content to sb-w670-tph-dev (TEST),7/31/24,335.00h,0.00h,,,,,,0.00h,581.37h,119.22h,166.68h,,,,,15286.63h,,
,SOL-371,[Cypress Hill] download RMA+ from SWIFT central RMA storage,12/19/24,3619.32h,0.00h,,0.00h,,,,0.00h,503.52h,0.00h,528.95h,,,,,11903.03h,,
,SOL-140,[TPH] Configurational items in SNAP (PPTE),7/24/24,461.82h,0.00h,,,,,,695.07h,,,,,,,,,15453.38h,
,SOL-139,[TPH] JMS Setup (PPTE),8/2/24,461.82h,0.00h,44.65h,,,,,71.78h,623.52h,170.52h,0.00h,,,,,15237.97h,,
,SOL-138,[TPH] Oracle DB set up (PPTE),7/31/24,461.83h,0.00h,,,,,,71.77h,236.60h,557.38h,0.00h,,,,,15282.67h,,
,SOL-137,[TPH] SSO for TPH UI set up,8/2/24,461.85h,0.00h,,,,,,858.92h,51.55h,0.00h,0.00h,,,,,15237.98h,,
,SOL-136,Namespaces creation for TPH (PPTE),6/26/24,461.85h,0.00h,,,,,,20.13h,,,,0.00h,,,,16128.33h,,
,SOL-135,[TPH] Loadbalancer F5 config and set up (PPTE),8/6/24,461.85h,0.00h,310.50h,,,,,20.13h,288.28h,386.72h,0.00h,,,,,15142.78h,,
,SOL-134,[TPH] Technical Config (PPTE),8/2/24,461.85h,0.00h,,,,,,695.08h,215.40h,0.00h,0.00h,,,,,15237.98h,,
,SOL-133,Build automation pipeline set up (PPTE),8/7/24,461.87h,0.00h,0.00h,,,,,695.33h,194.28h,142.33h,0.00h,,,,,15116.52h,,
,SOL-131,[TPH] Configurational items in SNAP (TEST),7/31/24,462.00h,0.00h,,0.00h,,,,695.22h,,0.07h,166.55h,,,,,15286.65h,,
,SOL-130,[TPH] JMS Setup (TEST),7/31/24,462.02h,0.00h,,0.00h,,,,71.80h,236.63h,386.67h,166.72h,,,,,15286.65h,,
,SOL-129,[TPH] Oracle DB set up (TEST),7/31/24,462.02h,0.00h,,0.00h,,,,71.80h,236.63h,386.73h,170.67h,,,,,15282.65h,,
,SOL-128,[TPH] SSO for TPH UI set up (TEST),7/24/24,461.85h,0.00h,,0.00h,,,,576.13h,119.23h,0.00h,,,,,,,15429.30h,
,SOL-127,Namespaces creation for TPH (TEST),6/26/24,461.87h,0.00h,,0.00h,,,,19.95h,,,,0.00h,,,,16128.75h,,
,SOL-126,[TPH] Loadbalancer F5 config and set up (TEST),8/6/24,461.88h,0.00h,310.57h,0.00h,,,,19.95h,288.68h,386.73h,0.00h,,,,,15142.73h,,
,SOL-125,[TPH] Technical Config (TEST),7/31/24,461.90h,0.00h,,0.00h,,,,695.42h,0.00h,0.00h,170.63h,,,,,15282.65h,,
,SOL-124,Build automation pipeline set up (TEST),7/31/24,292.62h,0.00h,,0.00h,,,,192.60h,672.13h,166.67h,0.00h,,,,,15286.63h,,
,SOL-163,Create Namecheck API service in Payments Baltic layer (Development setup and environment),8/26/24,0.27h,352.77h,,24.20h,,,,655.32h,952.45h,0.00h,0.00h,,,,,14666.57h,,
,SOL-122,"TPH whitelisting [PPTE, PROD?]",11/22/24,0.02h,0.00h,,0.00h,,,,0.00h,4197.27h,0.00h,,,,,,,12550.70h,
,SOL-123,"[TPH] TPH system installation and configuration (DEV, PPTE, PROD)",6/12/24,0.00h,0.00h,,,288.83h,,,0.00h,52.62h,0.00h,0.00h,,,,,16459.13h,,
,SOL-361,Account Check API service is able to consume Namecheck API,11/19/24,64.27h,2278.20h,45.35h,285.77h,,,,170.15h,496.92h,829.42h,0.00h,,,,,12620.52h,,
,SOL-152,[NoTesting] Create Account Check API service in TPH integration layer,7/9/24,166.25h,332.43h,,,,,,0.00h,623.22h,0.00h,0.00h,,,,,15818.90h,,
,SOL-211,[ISOX] DB: message screening rule,8/2/24,6.92h,933.77h,,,,,,97.35h,4.65h,73.40h,186.27h,,,,,15474.03h,167.68h,
,SOL-185,[ISOX] Message MFB header adding logic,7/11/24,71.20h,910.53h,,,,,,,,,,,,,,233.33h,15770.17h,
,SOL-181,"[TPH] Response message format, MTB header",7/11/24,72.18h,480.75h,,409.65h,,,,,,,,,,,,233.45h,15765.33h,
,SOL-141,[ISOX] Message to TPH format,7/11/24,7.57h,768.87h,,64.68h,,,,,,,,,,,,381.65h,15770.03h,
,SOL-374,[Kafka] Call ISOX API endpoint for Message ref update in ISOX DB,9/12/24,152.70h,2543.48h,,41.32h,,,,,,,,,,,,,14255.82h,
,SOL-182,[ISOX] ISOX to TPH message forwarding rules,7/11/24,152.12h,820.47h,,17.22h,,,,,,,,,,,,233.45h,15770.07h,
,SOL-373,[Kafka] Filter the Payment message from Kafka topic,2/4/25,175.43h,2685.73h,,,,,,382.37h,2300.28h,,675.50h,,,,,10773.98h,,
,SOL-186,[ISOX] introduce new localSystemCode and user_group for TPH,7/11/24,176.37h,336.78h,,332.30h,,,,0.00h,0.00h,0.00h,0.00h,,,,,377.98h,15746.02h,
,SOL-106,ISO exchange communication with TPH - System Analysis,6/12/24,0.00h,0.02h,,2.28h,,20.52h,,42.90h,649.77h,0.00h,0.00h,,,605.57h,,16459.25h,,
,SOL-99,Account Check API - System Analysis,6/10/24,,,,,,525.28h,,,379.78h,261.65h,0.00h,,,126.95h,,16512.80h,,
,SOL-167,New Namecheck API is available for payments processed via TPH,8/28/24,0.00h,213.30h,,786.50h,,0.35h,,1038.73h,713.13h,0.00h,0.00h,,,464.00h,,14617.88h,,
,SOL-96,Funds Update API - Business Analysis,6/26/24,0.00h,0.00h,,137.22h,,655.95h,,888.67h,0.55h,0.00h,,,,,,,16127.78h,
,SOL-95,Funds Update API - System Analysis,6/26/24,0.00h,0.00h,,325.48h,,655.95h,,700.42h,0.55h,0.15h,,,,,,,16127.63h,
,SOL-80,Analyze current stored procedures for Position keeping API accounting system,8/20/24,,,,,,656.95h,,643.63h,1700.87h,0.00h,0.00h,,,,,14809.73h,,
,SOL-155,[NoTesting]Account Check API service is able to consume MDM Party API,7/24/24,0.03h,625.62h,,454.33h,,76.25h,,642.50h,113.32h,0.00h,0.02h,,,460.13h,,15457.17h,,
,SOL-73,[Enabler] Risk Assessment for Gambit program,11/22/24,,,,,,675.57h,,2344.63h,2263.28h,0.00h,0.02h,,,,,12546.30h,,
,SOL-166,Process Namecheck business rules,11/19/24,0.03h,213.70h,,807.95h,,1.72h,,1607.97h,1517.70h,502.88h,0.02h,,,464.02h,,12620.68h,,
,SOL-70,Account check API - Business Analysis,5/31/24,,,,,,769.60h,,20.23h,380.03h,0.00h,0.00h,,,,,16753.97h,,
,SOL-257,[ISOX] SWIFT Tracker message processing,2/24/25,885.30h,14.82h,,1134.70h,,,,0.60h,867.52h,2018.73h,2759.03h,,,,,10292.42h,,
,SOL-154,[NoTesting]Account Check API service is able to consume Account Information API ,7/22/24,0.02h,625.63h,,769.25h,,76.25h,,71.10h,635.62h,0.00h,0.00h,,,460.15h,,15506.30h,,
,SOL-184,[ISOX] [FULL FLOW TEST] processing logic for incoming messages,7/11/24,161.42h,771.62h,,1214.30h,,,,,,,,,,,,226.83h,15770.28h,
,SOL-153,Create Account Check API endpoint,9/13/24,1.00h,625.62h,295.83h,769.18h,,76.27h,,691.77h,268.57h,404.85h,132.55h,187.72h,,460.15h,,14231.80h,,
,SOL-179,[ISOX] MQ interface for communication between ISOX and TPH,7/11/24,1.52h,1464.35h,,646.25h,,,,,,,,,,,,305.25h,15769.70h,
,SOL-366,Adopt Position Keeping API [Payments Domain],9/12/24,1856.77h,,,180.52h,3153.77h,,,,,,,,159.58h,,,,14256.97h,
,SOL-65,Explore other testing possibility,4/9/24,,,,,,1031.97h,,,,,,,,599.63h,,17999.45h,,
,SOL-64,Walkthrough of current testing routines,3/15/24,,,,,,1032.05h,,,,,,,,,,18599.10h,,
,SOL-63,Define testing strategy for TPH implementation,8/20/24,834.05h,0.00h,,,,2476.90h,,21.05h,1513.23h,0.00h,0.00h,0.00h,,,,14809.87h,,
,SOL-60,[TPH Training strategy] Business roles definition,7/31/24,,,,,,1276.12h,,0.13h,1864.35h,0.00h,0.00h,,,1202.12h,,15289.73h,,
,SOL-55,Analysis and pre work,3/15/24,,,,,,1033.77h,,,,,,,,,,18599.62h,,
,SOL-54,Existing Dynasty risk rules assessment,8/21/24,0.00h,0.00h,,,,2479.15h,,695.12h,1673.97h,0.00h,0.00h,,,,,14785.10h,0.02h,
,SOL-51,Document application data models,5/31/24,,,,,,2497.78h,,165.65h,209.90h,0.00h,24.50h,,,,,16754.18h,,
,SOL-50,Document business requirement analysis,4/16/24,,,,,,1821.58h,,,,,,,,,,17830.47h,,
,SOL-120,TPH NFR Realization,5/30/24,,,0.00h,,,1052.80h,,,361.08h,0.00h,19.27h,,,1445.35h,,16773.87h,,
,SOL-48,INFO BLOCK,4/24/24,,,,,,2010.37h,,,,,,,,,,17642.77h,,
,SOL-47,Mass payments (batch booking),4/24/24,,,,,,2010.62h,,,,,,,,,,17642.63h,,
,SOL-46,"Non SEPA flow (As Is, To Be)",4/24/24,,,,,,2010.65h,,,,,,,,,,17642.62h,,
,SOL-45,SEPA flow,4/24/24,,,,,,2010.65h,,,,,,,,,,17642.62h,,
,SOL-75,Correspondent accounts API - Business and System Analysis,6/28/24,2015.15h,,,,,674.13h,,21.43h,1050.68h,0.00h,,,,,,,16082.12h,
,SOL-43,TPH Integration refinement phase 2,1/19/24,,,,,,382.57h,,,,,,,,839.15h,,19944.40h,,
,SOL-42,TPH Integration refinement phase 1,12/13/23,,,,,,46.45h,,,,,,,,288.20h,,20831.47h,,
,SOL-41,Application component views for architectural decision,1/19/24,,,,,,1223.15h,,,,,,,,,,19943.47h,,
,SOL-40,Solution approval from architectural board,6/20/24,0.02h,1.00h,,0.07h,,4013.27h,,164.53h,718.85h,0.00h,0.00h,,,,,16269.73h,,
,SOL-39,Reporting description,2/8/24,,,,,,1222.78h,,,,,,,,478.97h,,19465.85h,,
,SOL-37,Functional view for architectural description,4/16/24,,,,,,887.97h,2016.42h,,,,,,,432.67h,,17830.58h,,
,SOL-36,Supplementary requirements for architectural description,1/5/24,,,,,,47.97h,,,,,,,,840.00h,,20279.67h,,
,SOL-33,Prepare SWB requirements (JURI),12/10/23,,,,,,274.30h,,,,,,,,0.00h,,20893.55h,,
,SOL-32,TE solution review and contribution to design (our requirements),8/20/24,22.13h,2322.48h,,,,274.28h,3125.37h,,,,,,,600.77h,13.15h,14809.62h,,
,SOL-31,TE solution review and contribution to design (our requirements),8/20/24,2344.63h,,,,,888.25h,3125.38h,,,,,,,,,,14809.62h,
,SOL-28,Features clarification from described solution - for currently known features,2/8/24,,,,,,1225.55h,,,,,,,,477.85h,,19465.62h,,
,SOL-26,Solution description - process improvement,4/24/24,,,,,,3526.40h,,,,,,,,,,17642.65h,,
,SOL-25,Alignment with infrastructure architect,12/5/23,,,,,,49.85h,,,,,,,,99.25h,,21020.45h,,
,SOL-24,Infrastructure workshop with Tieto,12/13/23,,,,,,49.85h,,,,,,,,286.18h,,20833.52h,,
,SOL-22,Analysis plan,1/23/24,,,,,,477.05h,,,,,,,,862.98h,,19847.05h,,
,SOL-21,TPH migration strategy,12/18/23,,,,,,49.73h,,,,,,,,427.38h,,20710.07h,,
,SOL-20,Daily maintenance post implementation,1/31/24,,,,,,908.38h,,,,,,,,626.95h,,19652.75h,,
,SOL-19,Daily maintenance during implementation,1/31/24,,,,,,908.38h,,,,,,,,626.95h,,19652.75h,,
,SOL-18,Implementation plan,3/15/24,,,,,,404.52h,,,,,,,,2184.58h,,18598.98h,,
,SOL-17,"Agree with CORE team on Release process (planned changes, emergency changes)",1/31/24,,,,,,908.38h,,,,,,,,626.93h,,19652.77h,,
,SOL-13,Terms and conditions,4/9/24,,,,,,1992.43h,,,,,,,,1198.33h,,17998.42h,,
,SOL-12,NPAP Decision,1/23/24,,,,,,1245.67h,0.00h,,,,,,,95.43h,,19848.08h,,
,SOL-11,RISK ASSESMENT,1/19/24,,,,,,909.60h,,,,,,,,335.92h,,19943.70h,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
